id,Label,Annotated Positive Document,Correct Annotated Positive Document,Annotated Negative Document,Correct Annotated Negative Document,summary,Document
444,,,,,,"Many machine learning frameworks, such as resource-allocating networks,kernel-based methods, Gaussian processes, and radial-basis-function networks,require a sparsification scheme in order to address the online learningparadigm. For this purpose, several online sparsification criteria have beenproposed to restrict the model definition on a subset of samples. The mostknown criterion is the (linear) approximation criterion, which discards anysample that can be well represented by the already contributing samples, anoperation with excessive computational complexity. Several computationallyefficient sparsification criteria have been introduced in the literature, suchas the distance, the coherence and the Babel criteria. In this paper, weprovide a framework that connects these sparsification criteria to the issue ofapproximating samples, by deriving theoretical bounds on the approximationerrors. Moreover, we investigate the error of approximating any feature, byproposing upper-bounds on the approximation error for each of theaforementioned sparsification criteria. Two classes of features are describedin detail, the empirical mean and the principal axes in the kernel principalcomponent analysis.",Approximation errors of online sparsification criteria
445,Chemistry,Chemistry,,,,"First steps towards a mathematical theory of deep convolutional neuralnetworks for feature extraction were made---for the continuous-time case---inMallat, 2012, and Wiatowski and B\""olcskei, 2015. This paper considers thediscrete case, introduces new convolutional neural network architectures, andproposes a mathematical framework for their analysis. Specifically, weestablish deformation and translation sensitivity results of local and globalnature, and we investigate how certain structural properties of the inputsignal are reflected in the corresponding feature vectors. Our theory appliesto general filters and general Lipschitz-continuous non-linearities and poolingoperators. Experiments on handwritten digit classification and facial landmarkdetection---including feature importance evaluation---complement thetheoretical findings.",Discrete Deep Feature Extraction: A Theory and New Architectures
446,,,,,,"We propose Neural Responding Machine (NRM), a neural network-based responsegenerator for Short-Text Conversation. NRM takes the general encoder-decoderframework: it formalizes the generation of response as a decoding process basedon the latent representation of the input text, while both encoding anddecoding are realized with recurrent neural networks (RNN). The NRM is trainedwith a large amount of one-round conversation data collected from amicroblogging service. Empirical study shows that NRM can generategrammatically correct and content-wise appropriate responses to over 75% of theinput text, outperforming state-of-the-arts in the same setting, includingretrieval-based and SMT-based models.",Neural Responding Machine for Short-Text Conversation
447,,,,,,"We propose an online, end-to-end, neural generative conversational model foropen-domain dialogue. It is trained using a unique combination of offlinetwo-phase supervised learning and online human-in-the-loop active learning.While most existing research proposes offline supervision or hand-craftedreward functions for online reinforcement, we devise a novel interactivelearning mechanism based on hamming-diverse beam search for response generationand one-character user-feedback at each step. Experiments show that our modelinherently promotes the generation of semantically relevant and interestingresponses, and can be used to train agents with customized personas, moods andconversational styles.",Deep Active Learning for Dialogue Generation
448,Nuclear,,,Nuclear,,"Teaching machines to read natural language documents remains an elusivechallenge. Machine reading systems can be tested on their ability to answerquestions posed on the contents of documents that they have seen, but until nowlarge scale training and test datasets have been missing for this type ofevaluation. In this work we define a new methodology that resolves thisbottleneck and provides large scale supervised reading comprehension data. Thisallows us to develop a class of attention based deep neural networks that learnto read real documents and answer complex questions with minimal priorknowledge of language structure.",Teaching Machines to Read and Comprehend
449,,,,,,"Deep compositional models of meaning acting on distributional representationsof words in order to produce vectors of larger text constituents are evolvingto a popular area of NLP research. We detail a compositional distributionalframework based on a rich form of word embeddings that aims at facilitating theinteractions between words in the context of a sentence. Embeddings andcomposition layers are jointly learned against a generic objective thatenhances the vectors with syntactic information from the surrounding context.Furthermore, each word is associated with a number of senses, the mostplausible of which is selected dynamically during the composition process. Weevaluate the produced vectors qualitatively and quantitatively with positiveresults. At the sentence level, the effectiveness of the framework isdemonstrated on the MSRPar task, for which we report results within thestate-of-the-art range.",Syntax-Aware Multi-Sense Word Embeddings for Deep Compositional Models  of Meaning
450,,,,,,"Matching natural language sentences is central for many applications such asinformation retrieval and question answering. Existing deep models rely on asingle sentence representation or multiple granularity representations formatching. However, such methods cannot well capture the contextualized localinformation in the matching process. To tackle this problem, we present a newdeep architecture to match two sentences with multiple positional sentencerepresentations. Specifically, each positional sentence representation is asentence representation at this position, generated by a bidirectional longshort term memory (Bi-LSTM). The matching score is finally produced byaggregating interactions between these different positional sentencerepresentations, through $k$-Max pooling and a multi-layer perceptron. Ourmodel has several advantages: (1) By using Bi-LSTM, rich context of the wholesentence is leveraged to capture the contextualized local information in eachpositional sentence representation; (2) By matching with multiple positionalsentence representations, it is flexible to aggregate different importantcontextualized local information in a sentence to support the matching; (3)Experiments on different tasks such as question answering and sentencecompletion demonstrate the superiority of our model.",A Deep Architecture for Semantic Matching with Multiple Positional  Sentence Representations
451,DV,DV,,,,"Artificial neural networks are powerful models, which have been widelyapplied into many aspects of machine translation, such as language modeling andtranslation modeling. Though notable improvements have been made in theseareas, the reordering problem still remains a challenge in statistical machinetranslations. In this paper, we present a novel neural reordering model thatdirectly models word pairs and alignment. By utilizing LSTM recurrent neuralnetworks, much longer context could be learned for reordering prediction.Experimental results on NIST OpenMT12 Arabic-English and Chinese-English1000-best rescoring task show that our LSTM neural reordering feature is robustand achieves significant improvements over various baseline systems.",LSTM Neural Reordering Feature for Statistical Machine Translation
452,Nuclear,,,Nuclear,,"Natural language inference (NLI) is a fundamentally important task in naturallanguage processing that has many applications. The recently released StanfordNatural Language Inference (SNLI) corpus has made it possible to develop andevaluate learning-centered methods such as deep neural networks for naturallanguage inference (NLI). In this paper, we propose a special long short-termmemory (LSTM) architecture for NLI. Our model builds on top of a recentlyproposed neural attention model for NLI but is based on a significantlydifferent idea. Instead of deriving sentence embeddings for the premise and thehypothesis to be used for classification, our solution uses a match-LSTM toperform word-by-word matching of the hypothesis with the premise. This LSTM isable to place more emphasis on important word-level matching results. Inparticular, we observe that this LSTM remembers important mismatches that arecritical for predicting the contradiction or the neutral relationship label. Onthe SNLI corpus, our model achieves an accuracy of 86.1%, outperforming thestate of the art.",Learning Natural Language Inference with LSTM
453,Data,Data,,,,"Recursive neural networks (RNN) and their recently proposed extensionrecursive long short term memory networks (RLSTM) are models that computerepresentations for sentences, by recursively combining word embeddingsaccording to an externally provided parse tree. Both models thus, unlikerecurrent networks, explicitly make use of the hierarchical structure of asentence. In this paper, we demonstrate that RNNs nevertheless suffer from thevanishing gradient and long distance dependency problem, and that RLSTMsgreatly improve over RNN's on these problems. We present an artificial learningtask that allows us to quantify the severity of these problems for both models.We further show that a ratio of gradients (at the root node and a focal leafnode) is highly indicative of the success of backpropagation at optimizing therelevant weights low in the tree. This paper thus provides an explanation forexisting, superior results of RLSTMs on tasks such as sentiment analysis, andsuggests that the benefits of including hierarchical structure and of includingLSTM-style gating are complementary.",Quantifying the vanishing gradient and long distance dependency problem  in recursive neural networks and recursive LSTMs
454,Data,,,Data,,"Without discourse connectives, classifying implicit discourse relations is achallenging task and a bottleneck for building a practical discourse parser.Previous research usually makes use of one kind of discourse framework such asPDTB or RST to improve the classification performance on discourse relations.Actually, under different discourse annotation frameworks, there exist multiplecorpora which have internal connections. To exploit the combination ofdifferent discourse corpora, we design related discourse classification tasksspecific to a corpus, and propose a novel Convolutional Neural Network embeddedmulti-task learning system to synthesize these tasks by learning both uniqueand shared representations for each task. The experimental results on the PDTBimplicit discourse relation classification task demonstrate that our modelachieves significant gains over baseline systems.",Implicit Discourse Relation Classification via Multi-Task Neural  Networks
455,,,,,,"Neural network based approaches for sentence relation modeling automaticallygenerate hidden matching features from raw sentence pairs. However, the qualityof matching feature representation may not be satisfied due to complex semanticrelations such as entailment or contradiction. To address this challenge, wepropose a new deep neural network architecture that jointly leveragepre-trained word embedding and auxiliary character embedding to learn sentencemeanings. The two kinds of word sequence representations as inputs intomulti-layer bidirectional LSTM to learn enhanced sentence representation. Afterthat, we construct matching features followed by another temporal CNN to learnhigh-level hidden matching feature representations. Experimental resultsdemonstrate that our approach consistently outperforms the existing methods onstandard evaluation datasets.",Enhancing Sentence Relation Modeling with Auxiliary Character-level  Embedding
456,,,,,,"Previous studies in Open Information Extraction (Open IE) are mainly based onextraction patterns. They manually define patterns or automatically learn themfrom a large corpus. However, these approaches are limited when grasping thecontext of a sentence, and they fail to capture implicit relations. In thispaper, we address this problem with the following methods. First, we exploitlong short-term memory (LSTM) networks to extract higher-level features alongthe shortest dependency paths, connecting headwords of relations and arguments.The path-level features from LSTM networks provide useful clues regardingcontextual information and the validity of arguments. Second, we constructedsamples to train LSTM networks without the need for manual labeling. Inparticular, feedback negative sampling picks highly negative samples amongnon-positive samples through a model trained with positive samples. Theexperimental results show that our approach produces more precise and abundantextractions than state-of-the-art open IE systems. To the best of ourknowledge, this is the first work to apply deep learning to Open IE.",Automatic Open Knowledge Acquisition via Long Short-Term Memory Networks  with Feedback Negative Sampling
457,Physics,,,Physics,,"With the rapid growth of knowledge bases (KBs) on the web, how to take fulladvantage of them becomes increasingly important. Knowledge base-based questionanswering (KB-QA) is one of the most promising approaches to access thesubstantial knowledge. Meantime, as the neural network-based (NN-based) methodsdevelop, NN-based KB-QA has already achieved impressive results. However,previous work did not put emphasis on question representation, and the questionis converted into a fixed vector regardless of its candidate answers. Thissimple representation strategy is unable to express the proper information ofthe question. Hence, we present a neural attention-based model to represent thequestions dynamically according to the different focuses of various candidateanswer aspects. In addition, we leverage the global knowledge inside theunderlying KB, aiming at integrating the rich KB information into therepresentation of the answers. And it also alleviates the out of vocabulary(OOV) problem, which helps the attention model to represent the question moreprecisely. The experimental results on WEBQUESTIONS demonstrate theeffectiveness of the proposed approach.",Question Answering over Knowledge Base with Neural Attention Combining  Global Knowledge Information
458,Data,,,Data,,"The ability to reason with natural language is a fundamental prerequisite formany NLP tasks such as information extraction, machine translation and questionanswering. To quantify this ability, systems are commonly tested whether theycan recognize textual entailment, i.e., whether one sentence can be inferredfrom another one. However, in most NLP applications only single sourcesentences instead of sentence pairs are available. Hence, we propose a new taskthat measures how well a model can generate an entailed sentence from a sourcesentence. We take entailment-pairs of the Stanford Natural Language Inferencecorpus and train an LSTM with attention. On a manually annotated test set wefound that 82% of generated sentences are correct, an improvement of 10.3% overan LSTM baseline. A qualitative analysis shows that this model is not onlycapable of shortening input sentences, but also inferring new statements viaparaphrasing and phrase entailment. We then apply this model recursively toinput-output pairs, thereby generating natural language inference chains thatcan be used to automatically construct an entailment graph from sourcesentences. Finally, by swapping source and target sentences we can also train amodel that given an input sentence invents additional information to generate anew sentence.",Generating Natural Language Inference Chains
459,Data,Data,,,,"Recurrent neural networks such as the GRU and LSTM found wide adoption innatural language processing and achieve state-of-the-art results for manytasks. These models are characterized by a memory state that can be written toand read from by applying gated composition operations to the current input andthe previous state. However, they only cover a small subset of potentiallyuseful compositions. We propose Multi-Function Recurrent Units (MuFuRUs) thatallow for arbitrary differentiable functions as composition operations.Furthermore, MuFuRUs allow for an input- and state-dependent choice of thesecomposition operations that is learned. Our experiments demonstrate that theadditional functionality helps in different sequence modeling tasks, includingthe evaluation of propositional logic formulae, language modeling and sentimentanalysis.",MuFuRU: The Multi-Function Recurrent Unit
460,Chemistry,,,Chemistry,,"Recurrent neural networks, and in particular long short-term memory (LSTM)networks, are a remarkably effective tool for sequence modeling that learn adense black-box hidden representation of their sequential input. Researchersinterested in better understanding these models have studied the changes inhidden state representations over time and noticed some interpretable patternsbut also significant noise. In this work, we present LSTMVIS, a visual analysistool for recurrent neural networks with a focus on understanding these hiddenstate dynamics. The tool allows users to select a hypothesis input range tofocus on local state changes, to match these states changes to similar patternsin a large data set, and to align these results with structural annotationsfrom their domain. We show several use cases of the tool for analyzing specifichidden state properties on dataset containing nesting, phrase structure, andchord progressions, and demonstrate how the tool can be used to isolatepatterns for further statistical analysis. We characterize the domain, thedifferent stakeholders, and their goals and tasks.",LSTMVis: A Tool for Visual Analysis of Hidden State Dynamics in  Recurrent Neural Networks
461,Nuclear,Nuclear,,,,"Neural Machine Translation (NMT), like many other deep learning domains,typically suffers from over-parameterization, resulting in large storage sizes.This paper examines three simple magnitude-based pruning schemes to compressNMT models, namely class-blind, class-uniform, and class-distribution, whichdiffer in terms of how pruning thresholds are computed for the differentclasses of weights in the NMT architecture. We demonstrate the efficacy ofweight pruning as a compression technique for a state-of-the-art NMT system. Weshow that an NMT model with over 200 million parameters can be pruned by 40%with very little performance loss as measured on the WMT'14 English-Germantranslation task. This sheds light on the distribution of redundancy in the NMTarchitecture. Our main result is that with retraining, we can recover and evensurpass the original performance with an 80%-pruned model.",Compression of Neural Machine Translation Models via Pruning
462,Physics,Physics,,,,"Natural Language Inference is an important task for Natural LanguageUnderstanding. It is concerned with classifying the logical relation betweentwo sentences. In this paper, we propose several text generative neuralnetworks for generating text hypothesis, which allows construction of newNatural Language Inference datasets. To evaluate the models, we propose a newmetric -- the accuracy of the classifier trained on the generated dataset. Theaccuracy obtained by our best generative model is only 2.7% lower than theaccuracy of the classifier trained on the original, human crafted dataset.Furthermore, the best generated dataset combined with the original datasetachieves the highest accuracy. The best model learns a mapping embedding foreach training example. By comparing various metrics we show that datasets thatobtain higher ROUGE or METEOR scores do not necessarily yield higherclassification accuracies. We also provide analysis of what are thecharacteristics of a good dataset including the distinguishability of thegenerated datasets from the original one.",Constructing a Natural Language Inference Dataset using Generative  Neural Networks
463,Chemistry,,,Chemistry,,"While question answering (QA) with neural network, i.e. neural QA, hasachieved promising results in recent years, lacking of large scale real-word QAdataset is still a challenge for developing and evaluating neural QA system. Toalleviate this problem, we propose a large scale human annotated real-world QAdataset WebQA with more than 42k questions and 556k evidences. As existingneural QA methods resolve QA either as sequence generation orclassification/ranking problem, they face challenges of expensive softmaxcomputation, unseen answers handling or separate candidate answer generationcomponent. In this work, we cast neural QA as a sequence labeling problem andpropose an end-to-end sequence labeling model, which overcomes all the abovechallenges. Experimental results on WebQA show that our model outperforms thebaselines significantly with an F1 score of 74.69% with word-based input, andthe performance drops only 3.72 F1 points with more challenging character-basedinput.",Dataset and Neural Recurrent Sequence Labeling Model for Open-Domain  Factoid Question Answering
464,,,,,,"We present Tweet2Vec, a novel method for generating general-purpose vectorrepresentation of tweets. The model learns tweet embeddings usingcharacter-level CNN-LSTM encoder-decoder. We trained our model on 3 million,randomly selected English-language tweets. The model was evaluated using twomethods: tweet semantic similarity and tweet sentiment categorization,outperforming the previous state-of-the-art in both tasks. The evaluationsdemonstrate the power of the tweet embeddings generated by our model forvarious tweet categorization tasks. The vector representations generated by ourmodel are generic, and hence can be applied to a variety of tasks. Though themodel presented in this paper is trained on English-language tweets, the methodpresented can be used to learn tweet embeddings for different languages.",Tweet2Vec: Learning Tweet Embeddings Using Character-level CNN-LSTM  Encoder-Decoder
465,,,,,,"We introduce an online neural sequence to sequence model that learns toalternate between encoding and decoding segments of the input as it is read. Byindependently tracking the encoding and decoding representations our algorithmpermits exact polynomial marginalization of the latent segmentation duringtraining, and during decoding beam search is employed to find the bestalignment path together with the predicted output sequence. Our model tacklesthe bottleneck of vanilla encoder-decoders that have to read and memorize theentire input sequence in their fixed-length hidden states before producing anyoutput. It is different from previous attentive models in that, instead oftreating the attention weights as output of a deterministic function, our modelassigns attention weights to a sequential latent variable which can bemarginalized out and permits online generation. Experiments on abstractivesentence summarization and morphological inflection show significantperformance gains over the baseline encoder-decoders.",Online Segment to Segment Neural Transduction
466,,,,,,We present a novel semi-supervised approach for sequence transduction andapply it to semantic parsing. The unsupervised component is based on agenerative model in which latent sentences generate the unpaired logical forms.We apply this method to a number of semantic parsing tasks focusing on domainswith limited access to labelled training data and extend those datasets withsynthetically generated logical forms.,Semantic Parsing with Semi-Supervised Sequential Autoencoders
467,,,,,,"This paper presents a deep learning architecture for the semantic decodercomponent of a Statistical Spoken Dialogue System. In a slot-filling dialogue,the semantic decoder predicts the dialogue act and a set of slot-value pairsfrom a set of n-best hypotheses returned by the Automatic Speech Recognition.Most current models for spoken language understanding assume (i) word-alignedsemantic annotations as in sequence taggers and (ii) delexicalisation, or amapping of input words to domain-specific concepts using heuristics that try tocapture morphological variation but that do not scale to other domains nor tolanguage variation (e.g., morphology, synonyms, paraphrasing ). In this workthe semantic decoder is trained using unaligned semantic annotations and ituses distributed semantic representation learning to overcome the limitationsof explicit delexicalisation. The proposed architecture uses a convolutionalneural network for the sentence representation and a long-short term memorynetwork for the context representation. Results are presented for the publiclyavailable DSTC2 corpus and an In-car corpus which is similar to DSTC2 but has asignificantly higher word error rate (WER).",Exploiting Sentence and Context Representations in Deep Neural Models  for Spoken Language Understanding
468,,,,,,"We formulate sequence to sequence transduction as a noisy channel decodingproblem and use recurrent neural networks to parameterise the source andchannel models. Unlike direct models which can suffer from explaining-awayeffects during training, noisy channel models must produce outputs that explaintheir inputs, and their component models can be trained with not only pairedtraining samples but also unpaired samples from the marginal outputdistribution. Using a latent variable to control how much of the conditioningsequence the channel model needs to read in order to generate a subsequentsymbol, we obtain a tractable and effective beam search decoder. Experimentalresults on abstractive sentence summarisation, morphological inflection, andmachine translation show that noisy channel models outperform direct models,and that they significantly benefit from increased amounts of unpaired outputdata that direct models cannot easily use.",The Neural Noisy Channel
469,Physics,,,Physics,,"Researchers have recently started investigating deep neural networks fordialogue applications. In particular, generative sequence-to-sequence (Seq2Seq)models have shown promising results for unstructured tasks, such as word-leveldialogue response generation. The hope is that such models will be able toleverage massive amounts of data to learn meaningful natural languagerepresentations and response generation strategies, while requiring a minimumamount of domain knowledge and hand-crafting. An important challenge is todevelop models that can effectively incorporate dialogue context and generatemeaningful and diverse responses. In support of this goal, we review recentlyproposed models based on generative encoder-decoder neural networkarchitectures, and show that these models have better ability to incorporatelong-term dialogue history, to model uncertainty and ambiguity in dialogue, andto generate responses with high-level compositional structure.",Generative Deep Neural Networks for Dialogue: A Short Review
470,,,,,,"To enhance developer productivity, all modern integrated developmentenvironments (IDEs) include code suggestion functionality that proposes likelynext tokens at the cursor. While current IDEs work well for statically-typedlanguages, their reliance on type annotations means that they do not providethe same level of support for dynamic programming languages as forstatically-typed languages. Moreover, suggestion engines in modern IDEs do notpropose expressions or multi-statement idiomatic code. Recent work has shownthat language models can improve code suggestion systems by learning fromsoftware repositories. This paper introduces a neural language model with asparse pointer network aimed at capturing very long-range dependencies. Werelease a large-scale code suggestion corpus of 41M lines of Python codecrawled from GitHub. On this corpus, we found standard neural language modelsto perform well at suggesting local phenomena, but struggle to refer toidentifiers that are introduced many tokens in the past. By augmenting a neurallanguage model with a pointer network specialized in referring to predefinedclasses of identifiers, we obtain a much lower perplexity and a 5 percentagepoints increase in accuracy for code suggestion compared to an LSTM baseline.In fact, this increase in code suggestion accuracy is due to a 13 times moreaccurate prediction of identifiers. Furthermore, a qualitative analysis showsthis model indeed captures interesting long-range dependencies, like referringto a class member defined over 60 tokens in the past.",Learning Python Code Suggestion with a Sparse Pointer Network
471,,,,,,"We describe an open-source toolkit for neural machine translation (NMT). Thetoolkit prioritizes efficiency, modularity, and extensibility with the goal ofsupporting NMT research into model architectures, feature representations, andsource modalities, while maintaining competitive performance and reasonabletraining requirements. The toolkit consists of modeling and translationsupport, as well as detailed pedagogical documentation about the underlyingtechniques.",OpenNMT: Open-Source Toolkit for Neural Machine Translation
472,DV,DV,,,,"Recent development of large-scale question answering (QA) datasets triggereda substantial amount of research into end-to-end neural architectures for QA.Increasingly complex systems have been conceived without comparison to simplerneural baseline systems that would justify their complexity. In this work, wepropose a simple heuristic that guides the development of neural baselinesystems for the extractive QA task. We find that there are two ingredientsnecessary for building a high-performing neural QA system: first, the awarenessof question words while processing the context and second, a compositionfunction that goes beyond simple bag-of-words modeling, such as recurrentneural networks. Our results show that FastQA, a system that meets these tworequirements, can achieve very competitive performance compared with existingmodels. We argue that this surprising finding puts results of previous systemsand the complexity of recent QA datasets into perspective.",Making Neural QA as Simple as Possible but not Simpler
473,DV,DV,,,,"This paper surveys the current state of the art in Natural LanguageGeneration (NLG), defined as the task of generating text or speech fromnon-linguistic input. A survey of NLG is timely in view of the changes that thefield has undergone over the past decade or so, especially in relation to new(usually data-driven) methods, as well as new applications of NLG technology.This survey therefore aims to (a) give an up-to-date synthesis of research onthe core tasks in NLG and the architectures adopted in which such tasks areorganised; (b) highlight a number of relatively recent research topics thathave arisen partly as a result of growing synergies between NLG and other areasof artificial intelligence; (c) draw attention to the challenges in NLGevaluation, relating them to similar challenges faced in other areas of NaturalLanguage Processing, with an emphasis on different evaluation methods and therelationships between them.","Survey of the State of the Art in Natural Language Generation: Core  tasks, applications and evaluation"
474,,,,,,"Sentence simplification reduces semantic complexity to benefit people withlanguage impairments. Previous simplification studies on the sentence level andword level have achieved promising results but also meet great challenges. Forsentence-level studies, sentences after simplification are fluent but sometimesare not really simplified. For word-level studies, words are simplified butalso have potential grammar errors due to different usages of words before andafter simplification. In this paper, we propose a two-step simplificationframework by combining both the word-level and the sentence-levelsimplifications, making use of their corresponding advantages. Based on thetwo-step framework, we implement a novel constrained neural generation model tosimplify sentences given simplified words. The final results on Wikipedia andSimple Wikipedia aligned datasets indicate that our method yields betterperformance than various baselines.",A Constrained Sequence-to-Sequence Neural Model for Sentence  Simplification
475,Physics,Physics,,,,"Relation detection is a core component for many NLP applications includingKnowledge Base Question Answering (KBQA). In this paper, we propose ahierarchical recurrent neural network enhanced by residual learning thatdetects KB relations given an input question. Our method uses deep residualbidirectional LSTMs to compare questions and relation names via differenthierarchies of abstraction. Additionally, we propose a simple KBQA system thatintegrates entity linking and our proposed relation detector to enable oneenhance another. Experimental results evidence that our approach achieves notonly outstanding relation detection performance, but more importantly, it helpsour KBQA system to achieve state-of-the-art accuracy for both single-relation(SimpleQuestions) and multi-relation (WebQSP) QA benchmarks.",Improved Neural Relation Detection for Knowledge Base Question Answering
476,,,,,,"This paper addresses the problem of automatic speech recognition (ASR) errordetection and their use for improving spoken language understanding (SLU)systems. In this study, the SLU task consists in automatically extracting, fromASR transcriptions , semantic concepts and concept/values pairs in a e.gtouristic information system. An approach is proposed for enriching the set ofsemantic labels with error specific labels and by using a recently proposedneural approach based on word embeddings to compute well calibrated ASRconfidence measures. Experimental results are reported showing that it ispossible to decrease significantly the Concept/Value Error Rate with a state ofthe art system, outperforming previously published results performance on thesame experimental data. It also shown that combining an SLU approach based onconditional random fields with a neural encoder/decoder attention basedarchitecture , it is possible to effectively identifying confidence islands anduncertain semantic output segments useful for deciding appropriate errorhandling actions by the dialogue manager strategy .",ASR error management for improving spoken language understanding
477,DV,DV,,,,"Common-sense or background knowledge is required to understand naturallanguage, but in most neural natural language understanding (NLU) systems, therequisite background knowledge is indirectly acquired from static corpora. Wedevelop a new reading architecture for the dynamic integration of explicitbackground knowledge in NLU models. A new task-agnostic reading module providesrefined word representations to a task-specific NLU architecture by processingbackground knowledge in the form of free-text statements, together with thetask-specific inputs. Strong performance on the tasks of document questionanswering (DQA) and recognizing textual entailment (RTE) demonstrate theeffectiveness and flexibility of our approach. Analysis shows that our modelslearn to exploit knowledge selectively and in a semantically appropriate way.",Dynamic Integration of Background Knowledge in Neural NLU Systems
478,Chemistry,Chemistry,,,,"We study the skip-thought model with neighborhood information as weaksupervision. More specifically, we propose a skip-thought neighbor model toconsider the adjacent sentences as a neighborhood. We train our skip-thoughtneighbor model on a large corpus with continuous sentences, and then evaluatethe trained model on 7 tasks, which include semantic relatedness, paraphrasedetection, and classification benchmarks. Both quantitative comparison andqualitative investigation are conducted. We empirically show that, ourskip-thought neighbor model performs as well as the skip-thought model onevaluation tasks. In addition, we found that, incorporating an autoencoder pathin our model didn't aid our model to perform better, while it hurts theperformance of the skip-thought model.",Rethinking Skip-thought: A Neighborhood based Approach
479,,,,,,"Factoid question answering (QA) has recently benefited from the developmentof deep learning (DL) systems. Neural network models outperform traditionalapproaches in domains where large datasets exist, such as SQuAD (ca. 100,000questions) for Wikipedia articles. However, these systems have not yet beenapplied to QA in more specific domains, such as biomedicine, because datasetsare generally too small to train a DL system from scratch. For example, theBioASQ dataset for biomedical QA comprises less then 900 factoid (singleanswer) and list (multiple answers) QA instances. In this work, we adapt aneural QA system trained on a large open-domain dataset (SQuAD, source) to abiomedical dataset (BioASQ, target) by employing various transfer learningtechniques. Our network architecture is based on a state-of-the-art QA system,extended with biomedical word embeddings and a novel mechanism to answer listquestions. In contrast to existing biomedical QA systems, our system does notrely on domain-specific ontologies, parsers or entity taggers, which areexpensive to create. Despite this fact, our systems achieve state-of-the-artresults on factoid questions and competitive results on list questions.",Neural Domain Adaptation for Biomedical Question Answering
480,,,,,,"We propose a two-stage neural model to tackle question generation fromdocuments. Our model first estimates the probability that word sequences in adocument compose ""interesting"" answers using a neural model trained on aquestion-answering corpus. We thus take a data-driven approach tointerestingness. Predicted key phrases then act as target answers thatcondition a sequence-to-sequence question generation model with a copymechanism. Empirically, our neural key phrase detection model significantlyoutperforms an entity-tagging baseline system and existing rule-basedapproaches. We demonstrate that the question generator formulates good qualitynatural language questions from extracted key phrases, and a human studyindicates that our system's generated question-answer pairs are competitivewith those of an earlier approach. We foresee our system being used in aneducational setting to assess reading comprehension and also as a dataaugmentation technique for semi-supervised learning.",Neural Models for Key Phrase Detection and Question Generation
481,Data,Data,,,,"This paper describes our submission to the 2017 BioASQ challenge. Weparticipated in Task B, Phase B which is concerned with biomedical questionanswering (QA). We focus on factoid and list question, using an extractive QAmodel, that is, we restrict our system to output substrings of the providedtext snippets. At the core of our system, we use FastQA, a state-of-the-artneural QA system. We extended it with biomedical word embeddings and changedits answer layer to be able to answer list questions in addition to factoidquestions. We pre-trained the model on a large-scale open-domain QA dataset,SQuAD, and then fine-tuned the parameters on the BioASQ training set. With ourapproach, we achieve state-of-the-art results on factoid questions andcompetitive results on list questions.",Neural Question Answering at BioASQ 5B
482,,,,,,"While natural languages are compositional, how state-of-the-art neural modelsachieve compositionality is still unclear. We propose a deep network, which notonly achieves competitive accuracy for text classification, but also exhibitscompositional behavior. That is, while creating hierarchical representations ofa piece of text, such as a sentence, the lower layers of the network distributetheir layer-specific attention weights to individual words. In contrast, thehigher layers compose meaningful phrases and clauses, whose lengths increase asthe networks get deeper until fully composing the sentence.",A Deep Network with Visual Text Composition Behavior
483,,,,,,"There exist two main approaches to automatically extract affectiveorientation: lexicon-based and corpus-based. In this work, we argue that thesetwo methods are compatible and show that combining them can improve theaccuracy of emotion classifiers. In particular, we introduce a novel variant ofthe Label Propagation algorithm that is tailored to distributed wordrepresentations, we apply batch gradient descent to accelerate the optimizationof label propagation and to make the optimization feasible for large graphs,and we propose a reproducible method for emotion lexicon expansion. We concludethat label propagation can expand an emotion lexicon in a meaningful way andthat the expanded emotion lexicon can be leveraged to improve the accuracy ofan emotion classifier.",Semi-supervised emotion lexicon expansion with label propagation and  specialized word embeddings
484,Physics,Physics,,,,"Many genres of natural language text are narratively structured, a testamentto our predilection for organizing our experiences as narratives. There isbroad consensus that understanding a narrative requires identifying andtracking the goals and desires of the characters and their narrative outcomes.However, to date, there has been limited work on computational models for thisproblem. We introduce a new dataset, DesireDB, which includes gold-standardlabels for identifying statements of desire, textual evidence for desirefulfillment, and annotations for whether the stated desire is fulfilled giventhe evidence in the narrative context. We report experiments on tracking desirefulfillment using different methods, and show that LSTM Skip-Thought modelachieves F-measure of 0.7 on our corpus.",Modelling Protagonist Goals and Desires in First-Person Narrative
485,Physics,,,Physics,,"Neural network-based systems can now learn to locate the referents of wordsand phrases in images, answer questions about visual scenes, and even executesymbolic instructions as first-person actors in partially-observable worlds. Toachieve this so-called grounded language learning, models must overcome certainwell-studied learning challenges that are also fundamental to infants learningtheir first words. While it is notable that models with no meaningful priorknowledge overcome these learning obstacles, AI researchers and practitionerscurrently lack a clear understanding of exactly how they do so. Here we addressthis question as a way of achieving a clearer general understanding of groundedlanguage learning, both to inform future research and to improve confidence inmodel predictions. For maximum control and generality, we focus on a simpleneural network-based language learning agent trained via policy-gradientmethods to interpret synthetic linguistic instructions in a simulated 3D world.We apply experimental paradigms from developmental psychology to this agent,exploring the conditions under which established human biases and learningeffects emerge. We further propose a novel way to visualise and analysesemantic representation in grounded language learning agents that yields aplausible computational account of the observed effects.",Understanding Grounded Language Learning Agents
