id,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Dominant_topic,summary,Document,year
433,0.001075505,0.001075483,0.001075441,0.034224505,0.00107545,0.226959563,0.099537411,0.001075421,0.632825794,0.001075428,Topic9,"We analyze the expressiveness and loss surface of practical deep
convolutional neural networks (CNNs) with shared weights and max pooling
layers. We show that such CNNs produce linearly independent features at a
""wide"" layer which has more neurons than the number of training samples. This
condition holds e.g. for the VGG network. Furthermore, we provide for such wide
CNNs necessary and sufficient conditions for global minima with zero training
error. For the case where the wide layer is followed by a fully connected
layer, we show that almost every critical point of the empirical loss is a
global minimum with zero training error. Our analysis suggests that both depth
and width are very important in deep learning. While depth brings more
representational power and allows the network to learn high level features,
width smoothes the optimization landscape of the loss function in the sense
that a sufficiently wide network has a well-behaved loss surface with
potentially no bad local minima.",The loss surface and expressivity of deep convolutional neural networks,2017
434,0.001010384,0.0010104,0.001010296,0.001010351,0.376278376,0.175133079,0.001010361,0.001010368,0.441516085,0.001010301,Topic9,"This paper introduces a novel framework for combining scientific knowledge of
physics-based models with neural networks to advance scientific discovery. This
framework, termed as physics-guided neural network (PGNN), leverages the output
of physics-based model simulations along with observational features to
generate predictions using a neural network architecture. Further, this paper
presents a novel framework for using physics-based loss functions in the
learning objective of neural networks, to ensure that the model predictions not
only show lower errors on the training set but are also scientifically
consistent with the known physics on the unlabeled set. We illustrate the
effectiveness of PGNN for the problem of lake temperature modeling, where
physical relationships between the temperature, density, and depth of water are
used to design a physics-based loss function. By using scientific knowledge to
guide the construction and learning of neural networks, we are able to show
that the proposed framework ensures better generalizability as well as
scientific consistency of results.","Physics-guided Neural Networks (PGNN): An Application in Lake
  Temperature Modeling",2017
435,0.054730691,0.000763514,0.23996124,0.000763549,0.000763572,0.128002545,0.572724098,0.000763538,0.000763609,0.000763644,Topic7,"Spectral clustering has found extensive use in many areas. Most traditional
spectral clustering algorithms work in three separate steps: similarity graph
construction; continuous labels learning; discretizing the learned labels by
k-means clustering. Such common practice has two potential flaws, which may
lead to severe information loss and performance degradation. First, predefined
similarity graph might not be optimal for subsequent clustering. It is
well-accepted that similarity graph highly affects the clustering results. To
this end, we propose to automatically learn similarity information from data
and simultaneously consider the constraint that the similarity matrix has exact
c connected components if there are c clusters. Second, the discrete solution
may deviate from the spectral solution since k-means method is well-known as
sensitive to the initialization of cluster centers. In this work, we transform
the candidate solution into a new one that better approximates the discrete
one. Finally, those three subtasks are integrated into a unified framework,
with each subtask iteratively boosted by using the results of the others
towards an overall optimal solution. It is known that the performance of a
kernel method is largely determined by the choice of kernels. To tackle this
practical problem of how to select the most suitable kernel for a particular
data set, we further extend our model to incorporate multiple kernel learning
ability. Extensive experiments demonstrate the superiority of our proposed
method as compared to existing clustering approaches.",Unified Spectral Clustering with Optimal Graph,2017
436,0.000877352,0.060128672,0.000877432,0.000877333,0.00087739,0.614395454,0.000877481,0.000877336,0.302559066,0.017652484,Topic6,"Dropout is a simple but effective technique for learning in neural networks
and other settings. A sound theoretical understanding of dropout is needed to
determine when dropout should be applied and how to use it most effectively. In
this paper we continue the exploration of dropout as a regularizer pioneered by
Wager, et.al. We focus on linear classification where a convex proxy to the
misclassification loss (i.e. the logistic loss used in logistic regression) is
minimized. We show: (a) when the dropout-regularized criterion has a unique
minimizer, (b) when the dropout-regularization penalty goes to infinity with
the weights, and when it remains bounded, (c) that the dropout regularization
can be non-monotonic as individual weights increase from 0, and (d) that the
dropout regularization penalty may not be convex. This last point is
particularly surprising because the combination of dropout regularization with
any convex loss proxy is always a convex function.
  In order to contrast dropout regularization with $L_2$ regularization, we
formalize the notion of when different sources are more compatible with
different regularizers. We then exhibit distributions that are provably more
compatible with dropout regularization than $L_2$ regularization, and vice
versa. These sources provide additional insight into how the inductive biases
of dropout and $L_2$ regularization differ. We provide some similar results for
$L_1$ regularization.",On the Inductive Bias of Dropout,2014
437,0.001234797,0.001234848,0.084216302,0.001234755,0.00123483,0.249915934,0.001234949,0.001234701,0.657224023,0.001234861,Topic9,"We analyze dropout in deep networks with rectified linear units and the
quadratic loss. Our results expose surprising differences between the behavior
of dropout and more traditional regularizers like weight decay. For example, on
some simple data sets dropout training produces negative weights even though
the output is the sum of the inputs. This provides a counterpoint to the
suggestion that dropout discourages co-adaptation of weights. We also show that
the dropout penalty can grow exponentially in the depth of the network while
the weight-decay penalty remains essentially linear, and that dropout is
insensitive to various re-scalings of the input features, outputs, and network
weights. This last insensitivity implies that there are no isolated local
minima of the dropout training criterion. Our work uncovers new properties of
dropout, extends our understanding of why dropout succeeds, and lays the
foundation for further progress.",Surprising properties of dropout in deep networks,2016
438,0.001149642,0.060382535,0.00114977,0.001149667,0.001149647,0.14091112,0.001149818,0.275445153,0.516362951,0.001149697,Topic9,"Third-generation neural networks, or Spiking Neural Networks (SNNs), aim at
harnessing the energy efficiency of spike-domain processing by building on
computing elements that operate on, and exchange, spikes. In this paper, the
problem of training a two-layer SNN is studied for the purpose of
classification, under a Generalized Linear Model (GLM) probabilistic neural
model that was previously considered within the computational neuroscience
literature. Conventional classification rules for SNNs operate offline based on
the number of output spikes at each output neuron. In contrast, a novel
training method is proposed here for a first-to-spike decoding rule, whereby
the SNN can perform an early classification decision once spike firing is
detected at an output neuron. Numerical results bring insights into the optimal
parameter selection for the GLM neuron and on the accuracy-complexity trade-off
performance of conventional and first-to-spike decoding.","Training Probabilistic Spiking Neural Networks with First-to-spike
  Decoding",2017
439,0.001176707,0.185006512,0.073156994,0.001176714,0.001176824,0.286800979,0.447975156,0.001176713,0.001176746,0.001176654,Topic7,"Enormous successes have been made by quantum algorithms during the last
decade. In this paper, we combine the quantum game with the problem of data
clustering, and then develop a quantum-game-based clustering algorithm, in
which data points in a dataset are considered as players who can make decisions
and implement quantum strategies in quantum games. After each round of a
quantum game, each player's expected payoff is calculated. Later, he uses a
link-removing-and-rewiring (LRR) function to change his neighbors and adjust
the strength of links connecting to them in order to maximize his payoff.
Further, algorithms are discussed and analyzed in two cases of strategies, two
payoff matrixes and two LRR functions. Consequently, the simulation results
have demonstrated that data points in datasets are clustered reasonably and
efficiently, and the clustering algorithms have fast rates of convergence.
Moreover, the comparison with other algorithms also provides an indication of
the effectiveness of the proposed approach.",A Novel Clustering Algorithm Based on Quantum Games,2008
440,0.000584915,0.000584971,0.000584936,0.000584935,0.000584916,0.469875631,0.053931079,0.000584906,0.472098826,0.000584886,Topic9,"Despite the widespread practical success of deep learning methods, our
theoretical understanding of the dynamics of learning in deep neural networks
remains quite sparse. We attempt to bridge the gap between the theory and
practice of deep learning by systematically analyzing learning dynamics for the
restricted case of deep linear neural networks. Despite the linearity of their
input-output map, such networks have nonlinear gradient descent dynamics on
weights that change with the addition of each new hidden layer. We show that
deep linear networks exhibit nonlinear learning phenomena similar to those seen
in simulations of nonlinear networks, including long plateaus followed by rapid
transitions to lower error solutions, and faster convergence from greedy
unsupervised pretraining initial conditions than from random initial
conditions. We provide an analytical description of these phenomena by finding
new exact solutions to the nonlinear dynamics of deep learning. Our theoretical
analysis also reveals the surprising finding that as the depth of a network
approaches infinity, learning speed can nevertheless remain finite: for a
special class of initial conditions on the weights, very deep networks incur
only a finite, depth independent, delay in learning speed relative to shallow
networks. We show that, under certain conditions on the training data,
unsupervised pretraining can find this special class of initial conditions,
while scaled random Gaussian initializations cannot. We further exhibit a new
class of random orthogonal initial conditions on weights that, like
unsupervised pre-training, enjoys depth independent learning times. We further
show that these initial conditions also lead to faithful propagation of
gradients even in deep nonlinear networks, as long as they operate in a special
regime known as the edge of chaos.","Exact solutions to the nonlinear dynamics of learning in deep linear
  neural networks",2013
441,0.000943711,0.127072731,0.505965239,0.00094357,0.000943645,0.33518467,0.000943815,0.00094361,0.026115294,0.000943714,Topic3,"In signal analysis and synthesis, linear approximation theory considers a
linear decomposition of any given signal in a set of atoms, collected into a
so-called dictionary. Relevant sparse representations are obtained by relaxing
the orthogonality condition of the atoms, yielding overcomplete dictionaries
with an extended number of atoms. More generally than the linear decomposition,
overcomplete kernel dictionaries provide an elegant nonlinear extension by
defining the atoms through a mapping kernel function (e.g., the gaussian
kernel). Models based on such kernel dictionaries are used in neural networks,
gaussian processes and online learning with kernels.
  The quality of an overcomplete dictionary is evaluated with a diversity
measure the distance, the approximation, the coherence and the Babel measures.
In this paper, we develop a framework to examine overcomplete kernel
dictionaries with the entropy from information theory. Indeed, a higher value
of the entropy is associated to a further uniform spread of the atoms over the
space. For each of the aforementioned diversity measures, we derive lower
bounds on the entropy. Several definitions of the entropy are examined, with an
extensive analysis in both the input space and the mapped feature space.",Entropy of Overcomplete Kernel Dictionaries,2014
442,0.00063712,0.000637064,0.00063709,0.000637167,0.850974665,0.000637056,0.000637102,0.000637121,0.109972712,0.034592903,Topic5,"Measuring the morphological parameters of galaxies is a key requirement for
studying their formation and evolution. Surveys such as the Sloan Digital Sky
Survey (SDSS) have resulted in the availability of very large collections of
images, which have permitted population-wide analyses of galaxy morphology.
Morphological analysis has traditionally been carried out mostly via visual
inspection by trained experts, which is time-consuming and does not scale to
large ($\gtrsim10^4$) numbers of images.
  Although attempts have been made to build automated classification systems,
these have not been able to achieve the desired level of accuracy. The Galaxy
Zoo project successfully applied a crowdsourcing strategy, inviting online
users to classify images by answering a series of questions. Unfortunately,
even this approach does not scale well enough to keep up with the increasing
availability of galaxy images.
  We present a deep neural network model for galaxy morphology classification
which exploits translational and rotational symmetry. It was developed in the
context of the Galaxy Challenge, an international competition to build the best
model for morphology classification based on annotated images from the Galaxy
Zoo project.
  For images with high agreement among the Galaxy Zoo participants, our model
is able to reproduce their consensus with near-perfect accuracy ($> 99\%$) for
most questions. Confident model predictions are highly accurate, which makes
the model suitable for filtering large collections of images and forwarding
challenging images to experts for manual annotation. This approach greatly
reduces the experts' workload without affecting accuracy. The application of
these algorithms to larger sets of training data will be critical for analysing
results from future surveys such as the LSST.","Rotation-invariant convolutional neural networks for galaxy morphology
  prediction",2015
443,0.128385838,0.088092724,0.611858907,0.000893117,0.000893099,0.000893143,0.11628541,0.050911648,0.000893087,0.000893027,Topic3,"The nonnegative matrix factorization (NMF) is widely used in signal and image
processing, including bio-informatics, blind source separation and
hyperspectral image analysis in remote sensing. A great challenge arises when
dealing with a nonlinear formulation of the NMF. Within the framework of kernel
machines, the models suggested in the literature do not allow the
representation of the factorization matrices, which is a fallout of the curse
of the pre-image. In this paper, we propose a novel kernel-based model for the
NMF that does not suffer from the pre-image problem, by investigating the
estimation of the factorization matrices directly in the input space. For
different kernel functions, we describe two schemes for iterative algorithms:
an additive update rule based on a gradient descent scheme and a multiplicative
update rule in the same spirit as in the Lee and Seung algorithm. Within the
proposed framework, we develop several extensions to incorporate constraints,
including sparseness, smoothness, and spatial regularization with a
total-variation-like penalty. The effectiveness of the proposed method is
demonstrated with the problem of unmixing hyperspectral images, using
well-known real images and results with state-of-the-art techniques.","Kernel Nonnegative Matrix Factorization Without the Curse of the
  Pre-image - Application to Unmixing Hyperspectral Images",2014
444,0.001052816,0.001053039,0.16676369,0.001052803,0.001052844,0.392808936,0.401911952,0.001052912,0.032198159,0.001052849,Topic7,"Many machine learning frameworks, such as resource-allocating networks,
kernel-based methods, Gaussian processes, and radial-basis-function networks,
require a sparsification scheme in order to address the online learning
paradigm. For this purpose, several online sparsification criteria have been
proposed to restrict the model definition on a subset of samples. The most
known criterion is the (linear) approximation criterion, which discards any
sample that can be well represented by the already contributing samples, an
operation with excessive computational complexity. Several computationally
efficient sparsification criteria have been introduced in the literature, such
as the distance, the coherence and the Babel criteria. In this paper, we
provide a framework that connects these sparsification criteria to the issue of
approximating samples, by deriving theoretical bounds on the approximation
errors. Moreover, we investigate the error of approximating any feature, by
proposing upper-bounds on the approximation error for each of the
aforementioned sparsification criteria. Two classes of features are described
in detail, the empirical mean and the principal axes in the kernel principal
component analysis.",Approximation errors of online sparsification criteria,2014
445,0.001315996,0.195632764,0.001316152,0.084767026,0.001316014,0.139112425,0.0013161,0.001316063,0.572591164,0.001316295,Topic9,"First steps towards a mathematical theory of deep convolutional neural
networks for feature extraction were made---for the continuous-time case---in
Mallat, 2012, and Wiatowski and B\""olcskei, 2015. This paper considers the
discrete case, introduces new convolutional neural network architectures, and
proposes a mathematical framework for their analysis. Specifically, we
establish deformation and translation sensitivity results of local and global
nature, and we investigate how certain structural properties of the input
signal are reflected in the corresponding feature vectors. Our theory applies
to general filters and general Lipschitz-continuous non-linearities and pooling
operators. Experiments on handwritten digit classification and facial landmark
detection---including feature importance evaluation---complement the
theoretical findings.",Discrete Deep Feature Extraction: A Theory and New Architectures,2016
446,0.001429131,0.001428904,0.001428768,0.001428735,0.00142882,0.001428934,0.001428804,0.00142884,0.160436694,0.828132371,Topic10,"We propose Neural Responding Machine (NRM), a neural network-based response
generator for Short-Text Conversation. NRM takes the general encoder-decoder
framework: it formalizes the generation of response as a decoding process based
on the latent representation of the input text, while both encoding and
decoding are realized with recurrent neural networks (RNN). The NRM is trained
with a large amount of one-round conversation data collected from a
microblogging service. Empirical study shows that NRM can generate
grammatically correct and content-wise appropriate responses to over 75% of the
input text, outperforming state-of-the-arts in the same setting, including
retrieval-based and SMT-based models.",Neural Responding Machine for Short-Text Conversation,2015
447,0.135756371,0.001449639,0.001449455,0.001449588,0.001449757,0.133009297,0.135367642,0.001449716,0.001449747,0.587168788,Topic10,"We propose an online, end-to-end, neural generative conversational model for
open-domain dialogue. It is trained using a unique combination of offline
two-phase supervised learning and online human-in-the-loop active learning.
While most existing research proposes offline supervision or hand-crafted
reward functions for online reinforcement, we devise a novel interactive
learning mechanism based on hamming-diverse beam search for response generation
and one-character user-feedback at each step. Experiments show that our model
inherently promotes the generation of semantically relevant and interesting
responses, and can be used to train agents with customized personas, moods and
conversational styles.",Deep Active Learning for Dialogue Generation,2016
448,0.00161339,0.058487536,0.001613331,0.001613168,0.188482036,0.001613334,0.001613278,0.001613237,0.177038656,0.566312035,Topic10,"Teaching machines to read natural language documents remains an elusive
challenge. Machine reading systems can be tested on their ability to answer
questions posed on the contents of documents that they have seen, but until now
large scale training and test datasets have been missing for this type of
evaluation. In this work we define a new methodology that resolves this
bottleneck and provides large scale supervised reading comprehension data. This
allows us to develop a class of attention based deep neural networks that learn
to read real documents and answer complex questions with minimal prior
knowledge of language structure.",Teaching Machines to Read and Comprehend,2015
449,0.001316207,0.001316176,0.026164124,0.001316055,0.001316223,0.001316059,0.001316091,0.001316099,0.084396034,0.880226933,Topic10,"Deep compositional models of meaning acting on distributional representations
of words in order to produce vectors of larger text constituents are evolving
to a popular area of NLP research. We detail a compositional distributional
framework based on a rich form of word embeddings that aims at facilitating the
interactions between words in the context of a sentence. Embeddings and
composition layers are jointly learned against a generic objective that
enhances the vectors with syntactic information from the surrounding context.
Furthermore, each word is associated with a number of senses, the most
plausible of which is selected dynamically during the composition process. We
evaluate the produced vectors qualitatively and quantitatively with positive
results. At the sentence level, the effectiveness of the framework is
demonstrated on the MSRPar task, for which we report results within the
state-of-the-art range.","Syntax-Aware Multi-Sense Word Embeddings for Deep Compositional Models
  of Meaning",2015
450,0.163009135,0.00089299,0.000893037,0.000893107,0.000893037,0.000893005,0.000893039,0.000893008,0.148444264,0.682295378,Topic10,"Matching natural language sentences is central for many applications such as
information retrieval and question answering. Existing deep models rely on a
single sentence representation or multiple granularity representations for
matching. However, such methods cannot well capture the contextualized local
information in the matching process. To tackle this problem, we present a new
deep architecture to match two sentences with multiple positional sentence
representations. Specifically, each positional sentence representation is a
sentence representation at this position, generated by a bidirectional long
short term memory (Bi-LSTM). The matching score is finally produced by
aggregating interactions between these different positional sentence
representations, through $k$-Max pooling and a multi-layer perceptron. Our
model has several advantages: (1) By using Bi-LSTM, rich context of the whole
sentence is leveraged to capture the contextualized local information in each
positional sentence representation; (2) By matching with multiple positional
sentence representations, it is flexible to aggregate different important
contextualized local information in a sentence to support the matching; (3)
Experiments on different tasks such as question answering and sentence
completion demonstrate the superiority of our model.","A Deep Architecture for Semantic Matching with Multiple Positional
  Sentence Representations",2015
451,0.001449537,0.001449498,0.025235879,0.001449526,0.001449624,0.001449488,0.001449505,0.001449536,0.23953836,0.725079046,Topic10,"Artificial neural networks are powerful models, which have been widely
applied into many aspects of machine translation, such as language modeling and
translation modeling. Though notable improvements have been made in these
areas, the reordering problem still remains a challenge in statistical machine
translations. In this paper, we present a novel neural reordering model that
directly models word pairs and alignment. By utilizing LSTM recurrent neural
networks, much longer context could be learned for reordering prediction.
Experimental results on NIST OpenMT12 Arabic-English and Chinese-English
1000-best rescoring task show that our LSTM neural reordering feature is robust
and achieves significant improvements over various baseline systems.",LSTM Neural Reordering Feature for Statistical Machine Translation,2015
452,0.000971102,0.000971164,0.000971017,0.000971078,0.000971062,0.000971211,0.000971133,0.000971044,0.153264762,0.838966427,Topic10,"Natural language inference (NLI) is a fundamentally important task in natural
language processing that has many applications. The recently released Stanford
Natural Language Inference (SNLI) corpus has made it possible to develop and
evaluate learning-centered methods such as deep neural networks for natural
language inference (NLI). In this paper, we propose a special long short-term
memory (LSTM) architecture for NLI. Our model builds on top of a recently
proposed neural attention model for NLI but is based on a significantly
different idea. Instead of deriving sentence embeddings for the premise and the
hypothesis to be used for classification, our solution uses a match-LSTM to
perform word-by-word matching of the hypothesis with the premise. This LSTM is
able to place more emphasis on important word-level matching results. In
particular, we observe that this LSTM remembers important mismatches that are
critical for predicting the contradiction or the neutral relationship label. On
the SNLI corpus, our model achieves an accuracy of 86.1%, outperforming the
state of the art.",Learning Natural Language Inference with LSTM,2015
453,0.001020744,0.04954624,0.099747982,0.001020698,0.001020744,0.001020655,0.080836172,0.001020595,0.496200262,0.268565908,Topic9,"Recursive neural networks (RNN) and their recently proposed extension
recursive long short term memory networks (RLSTM) are models that compute
representations for sentences, by recursively combining word embeddings
according to an externally provided parse tree. Both models thus, unlike
recurrent networks, explicitly make use of the hierarchical structure of a
sentence. In this paper, we demonstrate that RNNs nevertheless suffer from the
vanishing gradient and long distance dependency problem, and that RLSTMs
greatly improve over RNN's on these problems. We present an artificial learning
task that allows us to quantify the severity of these problems for both models.
We further show that a ratio of gradients (at the root node and a focal leaf
node) is highly indicative of the success of backpropagation at optimizing the
relevant weights low in the tree. This paper thus provides an explanation for
existing, superior results of RLSTMs on tasks such as sentiment analysis, and
suggests that the benefits of including hierarchical structure and of including
LSTM-style gating are complementary.","Quantifying the vanishing gradient and long distance dependency problem
  in recursive neural networks and recursive LSTMs",2016
454,0.001219951,0.001220054,0.00121974,0.001219667,0.001219765,0.001219697,0.001219716,0.001219728,0.350217427,0.640024256,Topic10,"Without discourse connectives, classifying implicit discourse relations is a
challenging task and a bottleneck for building a practical discourse parser.
Previous research usually makes use of one kind of discourse framework such as
PDTB or RST to improve the classification performance on discourse relations.
Actually, under different discourse annotation frameworks, there exist multiple
corpora which have internal connections. To exploit the combination of
different discourse corpora, we design related discourse classification tasks
specific to a corpus, and propose a novel Convolutional Neural Network embedded
multi-task learning system to synthesize these tasks by learning both unique
and shared representations for each task. The experimental results on the PDTB
implicit discourse relation classification task demonstrate that our model
achieves significant gains over baseline systems.","Implicit Discourse Relation Classification via Multi-Task Neural
  Networks",2016
455,0.091816055,0.001205613,0.001205228,0.001205105,0.001205004,0.001205306,0.001205336,0.001205008,0.387568091,0.512179255,Topic10,"Neural network based approaches for sentence relation modeling automatically
generate hidden matching features from raw sentence pairs. However, the quality
of matching feature representation may not be satisfied due to complex semantic
relations such as entailment or contradiction. To address this challenge, we
propose a new deep neural network architecture that jointly leverage
pre-trained word embedding and auxiliary character embedding to learn sentence
meanings. The two kinds of word sequence representations as inputs into
multi-layer bidirectional LSTM to learn enhanced sentence representation. After
that, we construct matching features followed by another temporal CNN to learn
high-level hidden matching feature representations. Experimental results
demonstrate that our approach consistently outperforms the existing methods on
standard evaluation datasets.","Enhancing Sentence Relation Modeling with Auxiliary Character-level
  Embedding",2016
456,0.000952627,0.000952728,0.00095258,0.000952693,0.000952735,0.031004529,0.000952648,0.000952574,0.272164993,0.690161893,Topic10,"Previous studies in Open Information Extraction (Open IE) are mainly based on
extraction patterns. They manually define patterns or automatically learn them
from a large corpus. However, these approaches are limited when grasping the
context of a sentence, and they fail to capture implicit relations. In this
paper, we address this problem with the following methods. First, we exploit
long short-term memory (LSTM) networks to extract higher-level features along
the shortest dependency paths, connecting headwords of relations and arguments.
The path-level features from LSTM networks provide useful clues regarding
contextual information and the validity of arguments. Second, we constructed
samples to train LSTM networks without the need for manual labeling. In
particular, feedback negative sampling picks highly negative samples among
non-positive samples through a model trained with positive samples. The
experimental results show that our approach produces more precise and abundant
extractions than state-of-the-art open IE systems. To the best of our
knowledge, this is the first work to apply deep learning to Open IE.","Automatic Open Knowledge Acquisition via Long Short-Term Memory Networks
  with Feedback Negative Sampling",2016
457,0.000961752,0.000961841,0.00096175,0.000961734,0.000961753,0.000961701,0.050273618,0.000961755,0.084763882,0.858230214,Topic10,"With the rapid growth of knowledge bases (KBs) on the web, how to take full
advantage of them becomes increasingly important. Knowledge base-based question
answering (KB-QA) is one of the most promising approaches to access the
substantial knowledge. Meantime, as the neural network-based (NN-based) methods
develop, NN-based KB-QA has already achieved impressive results. However,
previous work did not put emphasis on question representation, and the question
is converted into a fixed vector regardless of its candidate answers. This
simple representation strategy is unable to express the proper information of
the question. Hence, we present a neural attention-based model to represent the
questions dynamically according to the different focuses of various candidate
answer aspects. In addition, we leverage the global knowledge inside the
underlying KB, aiming at integrating the rich KB information into the
representation of the answers. And it also alleviates the out of vocabulary
(OOV) problem, which helps the attention model to represent the question more
precisely. The experimental results on WEBQUESTIONS demonstrate the
effectiveness of the proposed approach.","Question Answering over Knowledge Base with Neural Attention Combining
  Global Knowledge Information",2016
458,0.047515512,0.000877545,0.000877285,0.000877572,0.000877372,0.000877397,0.000877335,0.000877311,0.000877368,0.945465302,Topic10,"The ability to reason with natural language is a fundamental prerequisite for
many NLP tasks such as information extraction, machine translation and question
answering. To quantify this ability, systems are commonly tested whether they
can recognize textual entailment, i.e., whether one sentence can be inferred
from another one. However, in most NLP applications only single source
sentences instead of sentence pairs are available. Hence, we propose a new task
that measures how well a model can generate an entailed sentence from a source
sentence. We take entailment-pairs of the Stanford Natural Language Inference
corpus and train an LSTM with attention. On a manually annotated test set we
found that 82% of generated sentences are correct, an improvement of 10.3% over
an LSTM baseline. A qualitative analysis shows that this model is not only
capable of shortening input sentences, but also inferring new statements via
paraphrasing and phrase entailment. We then apply this model recursively to
input-output pairs, thereby generating natural language inference chains that
can be used to automatically construct an entailment graph from source
sentences. Finally, by swapping source and target sentences we can also train a
model that given an input sentence invents additional information to generate a
new sentence.",Generating Natural Language Inference Chains,2016
459,0.001316075,0.204404444,0.001315974,0.001315972,0.067272809,0.001316131,0.001316065,0.001316071,0.427530992,0.292895467,Topic9,"Recurrent neural networks such as the GRU and LSTM found wide adoption in
natural language processing and achieve state-of-the-art results for many
tasks. These models are characterized by a memory state that can be written to
and read from by applying gated composition operations to the current input and
the previous state. However, they only cover a small subset of potentially
useful compositions. We propose Multi-Function Recurrent Units (MuFuRUs) that
allow for arbitrary differentiable functions as composition operations.
Furthermore, MuFuRUs allow for an input- and state-dependent choice of these
composition operations that is learned. Our experiments demonstrate that the
additional functionality helps in different sequence modeling tasks, including
the evaluation of propositional logic formulae, language modeling and sentiment
analysis.",MuFuRU: The Multi-Function Recurrent Unit,2016
460,0.05173968,0.081055092,0.000943608,0.000943645,0.075319847,0.000943675,0.000943586,0.079230138,0.439386946,0.269493783,Topic9,"Recurrent neural networks, and in particular long short-term memory (LSTM)
networks, are a remarkably effective tool for sequence modeling that learn a
dense black-box hidden representation of their sequential input. Researchers
interested in better understanding these models have studied the changes in
hidden state representations over time and noticed some interpretable patterns
but also significant noise. In this work, we present LSTMVIS, a visual analysis
tool for recurrent neural networks with a focus on understanding these hidden
state dynamics. The tool allows users to select a hypothesis input range to
focus on local state changes, to match these states changes to similar patterns
in a large data set, and to align these results with structural annotations
from their domain. We show several use cases of the tool for analyzing specific
hidden state properties on dataset containing nesting, phrase structure, and
chord progressions, and demonstrate how the tool can be used to isolate
patterns for further statistical analysis. We characterize the domain, the
different stakeholders, and their goals and tasks.","LSTMVis: A Tool for Visual Analysis of Hidden State Dynamics in
  Recurrent Neural Networks",2016
461,0.281678995,0.00119073,0.001190783,0.001190797,0.001190645,0.067474203,0.017842749,0.001190694,0.33519415,0.291856257,Topic9,"Neural Machine Translation (NMT), like many other deep learning domains,
typically suffers from over-parameterization, resulting in large storage sizes.
This paper examines three simple magnitude-based pruning schemes to compress
NMT models, namely class-blind, class-uniform, and class-distribution, which
differ in terms of how pruning thresholds are computed for the different
classes of weights in the NMT architecture. We demonstrate the efficacy of
weight pruning as a compression technique for a state-of-the-art NMT system. We
show that an NMT model with over 200 million parameters can be pruned by 40%
with very little performance loss as measured on the WMT'14 English-German
translation task. This sheds light on the distribution of redundancy in the NMT
architecture. Our main result is that with retraining, we can recover and even
surpass the original performance with an 80%-pruned model.",Compression of Neural Machine Translation Models via Pruning,2016
462,0.245105151,0.001064368,0.001064023,0.001063972,0.001064033,0.001064198,0.001064077,0.001063978,0.162808068,0.584638133,Topic10,"Natural Language Inference is an important task for Natural Language
Understanding. It is concerned with classifying the logical relation between
two sentences. In this paper, we propose several text generative neural
networks for generating text hypothesis, which allows construction of new
Natural Language Inference datasets. To evaluate the models, we propose a new
metric -- the accuracy of the classifier trained on the generated dataset. The
accuracy obtained by our best generative model is only 2.7% lower than the
accuracy of the classifier trained on the original, human crafted dataset.
Furthermore, the best generated dataset combined with the original dataset
achieves the highest accuracy. The best model learns a mapping embedding for
each training example. By comparing various metrics we show that datasets that
obtain higher ROUGE or METEOR scores do not necessarily yield higher
classification accuracies. We also provide analysis of what are the
characteristics of a good dataset including the distinguishability of the
generated datasets from the original one.","Constructing a Natural Language Inference Dataset using Generative
  Neural Networks",2016
463,0.000971187,0.000971024,0.109932899,0.00097107,0.000971138,0.000971023,0.000971118,0.0009711,0.211780174,0.671489267,Topic10,"While question answering (QA) with neural network, i.e. neural QA, has
achieved promising results in recent years, lacking of large scale real-word QA
dataset is still a challenge for developing and evaluating neural QA system. To
alleviate this problem, we propose a large scale human annotated real-world QA
dataset WebQA with more than 42k questions and 556k evidences. As existing
neural QA methods resolve QA either as sequence generation or
classification/ranking problem, they face challenges of expensive softmax
computation, unseen answers handling or separate candidate answer generation
component. In this work, we cast neural QA as a sequence labeling problem and
propose an end-to-end sequence labeling model, which overcomes all the above
challenges. Experimental results on WebQA show that our model outperforms the
baselines significantly with an F1 score of 74.69% with word-based input, and
the performance drops only 3.72 F1 points with more challenging character-based
input.","Dataset and Neural Recurrent Sequence Labeling Model for Open-Domain
  Factoid Question Answering",2016
464,0.001266176,0.001266017,0.001266093,0.001266041,0.001265998,0.026636864,0.001266078,0.001266047,0.091097367,0.873403319,Topic10,"We present Tweet2Vec, a novel method for generating general-purpose vector
representation of tweets. The model learns tweet embeddings using
character-level CNN-LSTM encoder-decoder. We trained our model on 3 million,
randomly selected English-language tweets. The model was evaluated using two
methods: tweet semantic similarity and tweet sentiment categorization,
outperforming the previous state-of-the-art in both tasks. The evaluations
demonstrate the power of the tweet embeddings generated by our model for
various tweet categorization tasks. The vector representations generated by our
model are generic, and hence can be applied to a variety of tasks. Though the
model presented in this paper is trained on English-language tweets, the method
presented can be used to learn tweet embeddings for different languages.","Tweet2Vec: Learning Tweet Embeddings Using Character-level CNN-LSTM
  Encoder-Decoder",2016
