id,Label,Annotated Positive Document,Correct Annotated Positive Document,Annotated Negative Document,Correct Annotated Negative Document,summary,Document
419,cheap,,,cheap,,"My 6 y/o,  4 y/o, and 18 month old all love these. They are perfect for school lunches and when on the go.  We get them at Costco which is MUCH cheaper. $7.59 for 16.  It's only the plain apple flavor though which is why I am online searching for other flavors.  My kids are fine with the plain apple though. ",Review 420
420,Sweet,,,Sweet,,"I love these for when I jog long distances - instead of using the gels; it's got the re-closable top and I like the taste.  Well, I actually like the apple WAY better than the apple/banana.  Also, I keep a box in the car and at work... it's a quick easy and CONVENIENT snack... so I don't have to worry about being tempted in going to a drive thru when I'm hungry.  I'm betting kiddies would like it - as it's similar to a sippy box ;) ",Review 421
421,,,,,,The product itself is yummy and my 14 month old seems to enjoy it but I sliced my finger when I reached into the box to grab one. The corner was not rounded properly and is pretty sharp. Make sure you check yours before giving it to the kid. I rounded all of mine with a pair of scissors. I'll post a picture. ,Review 422
422,,,,,,"Oh how many times did my kids spill their container of applesauce while struggling to remove the lid all my themselves!!! Those days are over!<br />My only problem with these pouches is that I have to hide them, my husband has been eating them non stop.<br />:) ",Review 423
423,,,,,,"This product is so convenient and delicious that I carry them everywhere we go.  When my grandson is over he does not head to the candy dish on the table he wants to have an ""apple squeezer"" as he calls it.  When he leaves he always asks to take another along.  We use these to take along on road trips too, no mess, no fuss just twist off the cap and consume.  Buying by the case is the way to go and the apple-cinnamon is our favorite but we do like all the flavors. ",Review 424
424,Sweet,,,Sweet,,GoGo Squeez applesauce on the Go are by far the best tasting ones available.  We like the apple peach and apple apple.  We haven't tried the apple strawberry but I'm sure it would be yummy too.  They aren't just for kids and are a great on-the-go snack.  Would highly recommend them! ,Review 425
425,Veg,Veg,,,,"What took so long to come up with this?  These are great.  I buy them regularly in all flavors.  It's nice to throw a healthy snack in the bag and not have to worry about breaking jars or dirty spoons.  I eat them, my six year old takes them in his lunch, and my two year old eats them too.  Amazon's price is the best I've found.  This is my family's favorite flavor.  Seriously, we eat these every day. ",Review 426
426,Sweet,Sweet,,,,My kids go through these at an alarming pace.  Buying them at the grocery store would break the bank but Amazon makes it affordable.  Use the auto deliver to get it even cheaper. ,Review 427
427,,,,,,I am happy to see no mess from this frequent healthy snack. Easy to pack for school or for in the car. No need to remember the spoon. ,Review 428
428,cheap,,,cheap,,"Our 3 y/o daughter loves these things. Better than snacking on fruit snacks or chips. Also, better price than you find in the stores. ",Review 429
429,cheap,cheap,,,,"My daughter loves these and it's an easy way to make sure she gets some fruit in her packed lunch (and it's actually eaten).  They are also a great item to throw in the diaper bag for my 23 month old just in case we are out and about and he needs a snack.  If you get the auto-renew shipment option, you can't beat the price! ",Review 430
430,cheap,,,cheap,,I'm a junior in high school and I absolutely love these. They are so yummy and healthy. They're great when I'm in a hurry and want something quick to eat. Over the summer I do chores for over an hour before breakfast and these are great to keep me from getting super between the time I wake up and the time I get to eat. I would recommend these to anyone. ,Review 431
431,Spicy,,,Spicy,,"this is an awesome product, but made in france where the screw top is not regulated to meet American safety standards. it is small enough to swallow. so take caution. I order but will not pass the top to my toddler. these are perfect when traveling and taste good. can get at some whole foods markets. ",Review 432
432,cheap,,,cheap,,"I've found the GoGo Squeez applesauce pouches to be a really useful tool for a diabetic! Toss a couple in your gym bag or just in your purse as you dash out the door and feel safe knowing that if you experience hypoglycemia (low blood sugar), you have a portable, efficient, pre-measured tool in your daily diabetic arsenal. Each pouch has roughly 12gms of carbohydrates (as per nutrition information the mfgr sent me) and is usually enough to do the trick for me without ""over-treating"". Doesn't need refrigeration, no mess in your purse or gym bag and yummy, too. If you *must* treat a low blood glucose, it may as well be with something you enjoy and that is wholesome, real food, I say! ",Review 433
433,,,,,,"We recently discovered these in the appleapple (at Costco) and decided to take a chance on the applepeach thanks to the lower price and another reviewer here mentioning they liked both of those flavors. These taste much better than a store brand we tried. Without actually having both around at once, my kids say they think the peach and apple taste about the same. I actually think the peach is more tart, and I'm going to get the 48 pack of appleapple next time. Having tried apple-strawberry and apple-banana in the store brand, I'm not going to risk those flavors in a 48-pack, even though I'm sure GoGo SqueeZ would taste a least a little better. One of my kids hated the strawberry and neither really liked the banana (although I think I would personally like the GoGo banana).<br /><br />These are super-convenient and the kids grab them first for their lunches and healthy snacks. I would give them 5 stars if they were just a little bigger. They seem to be gone before you know it. They are 3.2 oz and applesauce cups are 4 oz. My kids never take the cups though, because they don't want to hassle with the spoon and mess. The only thing I would warn people about with these is that everyone I've seen try them baulks a little at first--maybe it's the getting used to drinking your applesauce thing. Kids and adults, both seem to need to give it another try after first thinking they don't really like it. Now my kids love it and I find myself grabbing them frequently too.<br /><br />Should you buy the 48-pack if you've never tried it? I asked myself if I could handle eating them all myself if the kids wouldn't (my answer was yes), so I think that's a good way to decide. You could also always donate them, although they're a little pricey for that. I think you should start with the appleapple first if you've never tried any (assuming you and your kids do like applesauce). ",Review 434
434,,,,,,"The kids LOVE these. 100% natural, no sugars added.<br /><br />Purchasing in bulk with the Subscribe&Save has helped us save money.<br /><br />Super convenient for travel or for parties- leaves very little mess.<br /><br />My biggest issue is the waste. I feel guilty for purchasing/promoting a product that leaves behind so much trash. We don't usually buy products individually packaged such as juice boxes, 100 calorie snack packs, etc.<br />But these are just so dang convenient. I apologize to Mother Earth.<br /><br /> Wish there was some way for the bags to be recycled or composted. ",Review 435
435,cheap,cheap,,,,"We actually got our first package of these at Costco (multi-flavor pack) but had not seen them there again.  I was pleased to find them online here!  Both of the kids thought they were good and even I, who normally cannot stand applesauce, would eat it.  Not sure if it is the apples and the way this particular applesauce is made or if it may be the packaging, but as long as we keep eating it, who cares! ",Review 436
436,,,,,,"great healthy product for my kids.  they love it, and it's nice and easy that even toddlers can manage it by themselves. ",Review 437
437,Sweet,,,Sweet,,"The ids love these.  We take them everywhere.  I grab one and throw it in my purse when we are out and about for a neat, clean snack for the kiddos. ",Review 438
438,,,,,,"This is a great product, but it came with all the pouches in a black plastic bag in the box, not in the boxes shown in the picture. At least one broke and got applesauce all over the other pouches. ",Review 439
439,Spicy,Spicy,,,,This is a great way to send in applesauce.  Something changed with the new package however.  My daughter actually said &#34;where's the real GOGO squeeze - this tastes funny&#34; ,Review 440
440,Veg,Veg,,,,"I keep these in the car for the days when we don't have time for breakfast.  I keep them in the diaper bag for emergency snacks.  I keep them in my purse for the same reasons, but for me.  Tasty, quick, easy, and the pouches don't spring a leak when abused in the bottom of your bag. ",Review 441
441,Spicy,,,Spicy,,"This was the only decently priced individually packed applesauce product I could find.  It also tastes good.  My granddaughter loves them and takes them to school in her lunchbox.  I tasted the appleberry and the apple peach and found them both tasty.  It saves me a lot of time when packing her lunches, which I am always grateful for. ",Review 442
442,,,,,,"Ordered these on Amazon, a lot cheaper than in the stores.  My kids love these and I like giving them something more healthy then other snack options.  Also easily portable. ",Review 443
443,Veg,,,Veg,,my son love it i order pack of 68 good buy then walmart is 9 buck for 6<br /> even my big kids used<br /> defility  good thing for alll ages ,Review 444
444,,,,,,"Mornings in our house can be a frantic time. Packing lunches, breakfast, etc. Having these pouches sure does make it easy to get a little bit of fruit in my daughter's (10) lunch, but I wouldn't recommend it for kids bigger/older. It's just not enough and it's too expensive for what you get. The applesauce inside isn't bad, but it's definitely not Mott's chunky. And depending on your child, a lot of applesauce is wasted because they don't squeeze it all out of the pouch. The cap can be tough for some younger kids to open too. But the idea has merit and for those who want a little (keyword: little) applesauce with their lunch or snack, this is easy to bring along. ",Review 445
445,,,,,,"There doesn't seem to be much applesauce in these so my 2 year old goes through 2-3 at a time, making this a not so cheap snack since there are 4 per pack.  He loves the flavor and they are great on-the-go snacks.  They are also good at squirting at things....walls, floors, furniture, dogs.  Not so easy to clean when dry. ",Review 446
446,Veg,,,Veg,,"I am not diurnal. Seriously, when you suggest to me that I do anything before 11am, I will look at you funny. But I have a corporate job now, which starts very early and requires me to get up even earlier to give time for the caffeine to kick in. And the idea of eating actual food at that point is frankly sort of disturbing.<br /><br />You know how they say that eating an apple is supposed to wake you up better than drinking a cup of coffee? I never believed it until I bought some of these on sale at walmart. I wake up in the morning and chug down one of my &#34;apple sauce juice boxes&#34; and feel like a human being rather than the walking dead 60% faster. And although they do contain some concentrated juice, they have a lot more natural ingredients than a lot of the processed meal bars and such I feel up to eating at the crack of dawn. And yes, I seriously feel an energy boost after eating them, although I can't promise that it's not psychological.<br /><br />I've tried the Apple Berry and the Mango. I liked both but the Mango is an acquired taste, I think because no one else I know liked it. These have 60 calories, fit in your purse, natural ingredients, and take about a minute to eat. In short, they should not just be dismissed as part of the diaper bag kit, you should grab some today and keep them for when you need a quick fruit induced sugar rush. ",Review 447
447,cheap,,,cheap,,I bought it for $2/box ($24 for 12 boxes) which is cheaper than the walmart near me.  Started out buying it for my 2 yr old but now my husband and I toss one in our lunchboxes too.  Simple ingredients with no added garbage. ,Review 448
448,Spicy,Spicy,,,,These have been a favorite in our house for quite some time so I was really excited to see the Subscribe and Save option on Amazon. Now we never run out and we're actually saving money versus buying them in the grocery store! ,Review 449
449,Veg,Veg,,,,"I did not believe that there could be a zero calorie, soy free , gluten free noodle that actually tastes good. But I believe now thanks to Miracle Noodle. For those of you that have already made the switch from regular pasta to wheat pasta; your next switch will be to Miracle Noodles. I was amazed to find that unlike some pastas/noodles this product absorbs flavor and cooks quickly. I have prepared these in stir fries with such things as olive oil, pasta sauces, and chicken broth. All of my meals have come out great and the best part is that they leave you feeling full. The second best part is that you do not feel guilty later for having eaten a noodle. I have tried all of the Miracle Noodle products and am still deciding which one is my favorite. Obviously I am a big fan and think others will quickly become one too. ",Review 450
450,Sweet,Sweet,,,,"these aren't as bad as the fettucini noodles. Again, no flavor making them versatile and easy to put in many dishes. The texture is still rubbery and chewy, but they aren't as thick as the fettucini so for myself they are more tolerable. They do in fact fill you up quickly! ",Review 451
451,cheap,,,cheap,,"This product is supposed to help you manage your weight loss by allowing you to eat ""noodles"" without the carbs and calories in real pasta. The idea is that it fills you up with zero calories because it is made only from plant fiber. I was excited about the idea and didn't mind paying over $2.00 a bag since it's cheaper on Amazon than on the company website. When the noodles got here I followed the cooking directions and seasoned them using my favorite sauce. Then I took the first big bite. This was a mistake! The noodles have a slimey, rubbery texture that kind of pops when you bite into it. All I could imagine was that this is what eating worms must feel like. I managed to choke down the first bite and tried one more time just to be sure, but I just couldn't finish another bite. I was so disappointed. I guess maybe it's my fault for expecting these ""noodles"" to taste like real pasta. Now I have the other 5 bags just sitting in my pantry. I won't be buying these again. ",Review 452
452,,,,,,"If something sounds too good to be true, it is. These Miracle Noodles (should be called Nasty Noodles) are exactly that. Although the fishy smells washes off with proper rinsing and boiling the texture of the noodles is nauseating. I was literally gagging as I tried to swallow them. When you chew them they break a part like some odd watery substance. I tried the noodles twice, two different ways (once stir-fried and the other in a soup) and both times I was absolutely repulsed by their texture. I ended up throwing the remaining 3 packs in the garbage. Miracle Noodles may have no calories, but they also have no place in my mouth. They were disgusting and I caution you all! Plus, you can find them in your local grocery store for much cheaper (they are called shirataki noodles) ",Review 453
453,Sweet,,,Sweet,,"I gave these noodles a try and although they are not the tastiest they still get the job done.  I am amazed at the nutrition label.  Calories?  Zero.  Total Fat?  None.  Cholestrol?  Absolutely not.  No sugars, no protein, no guilt.  I have been trying to lose weight for quite some time with different diets and these noodles are getting the job done.  They do have a scent when open but that goes away once you rinse under cold water as the cooking instructions states.  I wouldn't recommend eating these noodles by itself.  Instead, add to a pasta sauce, a salad dressing or soup and it'll taste fine.  They absorb the sauce very well.  Perhaps the best thing about them is they make you feel full after eating just one 7oz package. ",Review 454
454,,,,,,"If you want a noodle without the guilt, well, this ain't it.  Better to limit your ""real"" noodle intake and enjoy it than suffer with this.  I've tried Tofu Shirataki Noodles from the local health food store which are a bit better, but nothing replaces the real thing.  These are rubbery, no flavor really, and don't digest well.  Save your shekels. ",Review 455
455,,,,,,"I'm sorry but I gotta go with the ""nasty"" crowd here.  The smell, oye...the look, well they kind of look like little intestines...the texture, pure rubber and sort of give you the feeling of biting thru stringy grissle.  Cudos to the folks who can do them, I wish I could but there are some things I can't even do for zero calories. ",Review 456
456,Spicy,,,Spicy,,These things were nasty!  I understood they have no flavor of their own but absorb the flavor of whatever you put them in.  That was not the issue.  The texture was so weird I could not eat them.  Rubbery doesn't even beging to describe them....  I tried several different ways to make them and nothing was any good. ,Review 457
457,,,,,,"After reading about Shirataki noodles I knew I had to try it. Turns out this is just like the noodles I ate in sukiyaki while growing up. Throw these noodles in any stir-fry or soups, really great. I see some people don't like the taste but it really has no taste. It takes on the flavors of whatever is surrounding it. It can be used as a substitute for rice noodle or soba for those of you are into Asian cooking. Great service from this vendor. ",Review 458
458,Sweet,,,Sweet,,"They aren't really like spaghetti, more like a rice noodle.  Yes, they do smell bad at first.  There is nothing rubbery about the texture in my opinion.  I decided to try these to cut back on carbs.  I put milk in a pan and added butter, fresh garlic, and a little parmesan cheese.  Then I tossed the noodles in.  We really liked them. ",Review 459
459,Spicy,,,Spicy,,"Yes, they stink - like rotting fish! You can rinse the smell away and add whatever you like, BUT the consistency of these noodles (I got the angel hair and prepared with my favorite homemade spaghetti sauce) is very rubbery. After smelling them initially, and then feeling as though I was chewing on tiny earthworms, I managed to down two forkfuls and threw the rest away. Color me crazy, but I'd rather have half a cup of real, delicious, high-carb pasta than a gallon of Miracle Noodles. What's that you said? Would I care for more Miracle Noodles? No, thanks, I'm having portion control. ",Review 460
460,Spicy,,,Spicy,,I'm pretty tolerant of foods that don't taste good but this was literally the worst food product I have ever bought. probably. It tastes like rubber and it doesn't fill you up at all. I ate it with tomato pasta sauce and it was still gross. Also it gave me diarrhea which is really gross. NOT RECOMMENDED. ,Review 461
461,cheap,cheap,,,,"After reading the reviews I was a bit skeptical that these would be edible, but after trying them I think the bad reviews are based on an unfair expectation that these are a replacement for wheat/flour pasta.  These actually are a fairly good substitute for Asian style glass noodles and work well in stir fry and soup dishes.  After rinsing I tossed them into a stir fry pan with various veggies some spices and a bit of soy sauce and except for the slightly tougher texture the dish came out tasting like noodle take out from our local Chinese restaurant.  I wouldn't think they would hold up as well in a traditional spaghetti style dish but when prepared with a thinner sauce and left to cook long enough to absorb the other flavors of the dish they can be quite tasty.  One of the most filling meals I've had since trying to watch my calorie intake. ",Review 462
462,,,,,,"My husband and I are on Atkins and decided to try these ""noodles"".  I'd rather make ""pasta"" out of zucchini or some other veggie.  I prepped it as per the instructions.  I rinsed it longer than necessary, boiled it for a minute and then decided to pan fry it for good measure.  I made an alfredo sauce for it and tossed some in while in the pan since it's supposed to absorb flavors.  My husband took one bite and said no way.  He couldn't get past the texture.  I mixed it with the sauce and some grilled chicken, but had to stop eating it.  It made me gag after a while.  I tried so hard to like it, but just couldn't.  I'll wait a few weeks 'till I can have the low carb pasta.  This is totally not worth it.  Sadly, I ordered it from the Miracle Noodle site so I have several bags left.  I may try again, but most likely they will end up in the trash. ",Review 463
463,,,,,,"I thought that I should try a single pack from my local co op before buying multiples. So glad I only bought one pack. These smell horrible, like chemicals. The texture is mushy and not pleasing at all. I would never recommend these to anyone. I am going to try kelp noodles as a replacement for these. ",Review 464
464,Sweet,,,Sweet,,"I was so excited to try these noodles but very very disappointed. It wasn't the smell, which is basically rinsed away when you wash them before cooking. It was the consistency of this noodle, the texture was very slimy and difficult to register as a noodle in my mouth. My husband did like them and I'll fix them for him but they are an absolute no-go for me. ",Review 465
465,,,,,,"Cartilage, that is the word I would use to describe. Followed instructions on the package. Both my daughter and I could not take a second bite. Very disappointed! ",Review 466
466,Sweet,,,Sweet,,"I am currently on a No Carb diet and bought these noodles. I think the important note here is that you MUST rinse them at least 3 times before cooking them and then again after. They are shipped in a liquid filled bag (which doesn't smell too pleasant) and before I prepare them I rinse them at least 3 times and separate them with my hands under running water to make sure I rinsed off all of the liquid. They take a minute to cook and are basically flavorless. They soak up the flavor of whatever they are cooked in so I like to cook them in broth or salty water. After they are cooked, I drain them, rinse them again and then lay them out to drain some more on a towel. I know this sounds like a lot of work, but being able to enjoy a bowl of ""pasta"" after a long week is definitely worth the effort and there's no guilt afterwards! There are two servings per bag, but I eat both of them as they actually count as a vegetable serving. If you are used to angel hair sized pasta, this should be an easy adjustment. ENJOY! ",Review 467
467,Spicy,,,Spicy,,"These gems remind me of thai ""glass"" noodles, they're s bit stretchy and slightly chewy. Made in the USA, they're a great base for quick healthy meals, stir frys being my favorite. I stir-fry veggies, chicken base and cilantro, add protein (chicken or egg), microwave the noodles for 60 sec. and top them w/ stirfry.  Note these noodles aren't made of semolina, so don't expect them to be the same as semolina noodles. They do have a slight smell that I find it appealing, but other some reviewers have found it undesirable. Give them a try- they're a smart choice for anyone who's health and taste conscious. Unbelievable that these are ZERO calories! ",Review 468
468,cheap,cheap,,,,"I am from a generation which does not throw away food. But these noodles went in the trash.  Some of the 1 star reviews were correct in stating the texture as being the primary problem. This is a great way to ruin a good meal by using these noodles as a base. Rubbery describes them well. It's like your mouth does not know what to do with them. I don't gag easily, but this had me close. There are other ways to lose weight, which do not include this kind of food torture. They do not even deserve a single star. Buyer beware. ",Review 469
469,Veg,Veg,,,,"They're actually quite taste-less but the problem is that they &#34;squeak&#34; in the mouth like rubber  it's just too hard to get past the squeaking, it's awful. ",Review 470
470,Sweet,Sweet,,,,"I think these are a fine substitute for pasta.  Anyone needing gluten free or carb free - this product is for you!  They are packaged in what I think is a single serving size, so plan accordingly.  They're packaged in liquid, which is weird and the liquid doesn't smell good.  But hold your breath when you open them and rinse very well and the smell is gone.  They're translucent and chewy and have no flavor on their own. If you rinse and then pat dry they lose some of their gumminess. Like tofu, they take on the flavor of whatever you cook with them.  Don't even think about trying to eat them on their own. We've had them several times in spaghetti sauce and been satisfied.  They are filling. ",Review 471
471,,,,,,"There was a person who reviewed this product that said those who rated it 5 stars are exaggerating, and those who rated it 1 star are doing the same.  Nothing could be further from the truth.  The noodles does smell fishy right out of the package, but rinse it under hot water for a minute and the smell will go away.  As far as the texture is concerned, it is exactly like the Filipino noodles that are made of mung beans called sotanghon.  It is NOT like eating cartilage.  It absorbs the flavor of whatever you are adding to it which makes them versatile.  The possibilities wiht what you can make out of them is endless.  The best thing about it is that it has zero calories, zero fat, zero sugar, and zero carbs.  Whoever invented this should get an award. ",Review 472
472,,,,,,"THe noodles were very rubbery & the texture was not at all like food. You could bury it in sauce to make it taste like food, but cant get away from the rubbery texture. I do not recommend this product. ",Review 473
473,Sweet,,,Sweet,,"Fishy smell yes, weird texture yes. The smell really gets to me I have to hold my breath while im rinsing them. Then I boil them. And then put some light Alfredo sauce in them and the smell goes away. Texture is like they burst with water in your mouth... maybe im not patting them enough with paper towels. Very diet life saving. ",Review 474
474,,,,,,"I purchased these after watching a youtube video of a woman using them to make spaghetti with ground turkey. WHen they arrived, I already anticipated the smell upon opening the package and the texture possible being ""weird"". Must say, I have already eaten all six packages in different ways but my favorite dish was the spaghetti.  When I opened the small bag, The smell was fishy but I allowed them to rinse while I chopped my veggies. The texture was very similar to noodles but more like an asian noodle (like the noodle used for pad woon sen or ramen noodles)They really soaked up the flavor of the sauces I used. I will be ordering my next shipment today! I am completely impressed and will probably use these for my spaghetti from now on! ",Review 475
475,cheap,,,cheap,,"From the other reviews, I expected these to stink up my kitchen. They didn't, there is just a bit of a fishy smell like you'd get if you opened a bag of frozen seafood. No big deal. They aren't like pasta noodles, they have the same kind of feel in my mouth as the seaweed salad I order at sushi restaurants. To prepare these, I dried them really well with paper towels (they come in a bag of water), then sprayed a pan with Pam and basically stir fried them with cilantro and soy sauce. For no calories, utterly fantastic! ",Review 476
476,,,,,,"there is no miracle in these noodles to losing weight. the smell and look of these alone, once you open the package is enough to make you lose your appetite for a few days. I threw them out before i threw up ",Review 477
477,Veg,,,Veg,,"Although this product is better for you than pasta, nothing beats the taste of real pasta. I just can't get past the texture of these noodles, they are chewy and gummy and gelatin all at the same time. ",Review 478
478,Sweet,,,Sweet,,"I have a condition that limits the amount and kind of carbs I can eat, and these noodles are a very happy replacement for many recipes. If you prepare them according to package directions, they are excellent in any pasta dish. My favorite way to eat them is with chili topped with cheese. Yummy! ",Review 479
479,,,,,,"My whole family loves this product, I find that it is a great substitute to the over processed noodles you buy in the store. I find that it takes very little to make me full and it is helping me to maintain my weight.  Thank you for this product!! ",Review 480
480,Spicy,,,Spicy,,These noodles smell bad when you open the bag! You've been warned. But it goes away when you mix the noodles in with sauces and spices. Its a nice addition to a stir fry. ,Review 481
481,,,,,,Nice to have found a way to get my pasta fix without putting on the pounds.  And a good source of fiber too. Two thumbs up... ,Review 482
482,,,,,,"Wish I'd discovered these ages ago! Tried them for the first time a year ago, and haven't had any other pasta since. Yes they're a bit gelatinous, and you do have to wash them, but they satisfy the pasta craving without adding any calories: priceless. Try making them with Kraft's fat-free mozzarella cheese and Hunt's sugar-free pasta sauce for a super-healthy, high-protein, low-carb pasta. ",Review 483
483,,,,,,This product is a good bargain when ordered by subscription. You just can't beat 0 calorie pasta...just be sure to follow the directions EXACTLY! and ignore the smell before you rinse them! ,Review 484
484,Spicy,,,Spicy,,"I have no idea how anyone could eat this vile crap.  It was impossible to get down, even with good marinara sauce and plenty of parmesan. ",Review 485
485,,,,,,"All these negative reviews scared me to try the Miracle Noodle. But after researching I came to a conclusion that it won't hurt to try. It's all natural, it's nothing but fiber and it's 0 calories. When I first opened the package, the fish smell overwhelmed me. But after running through hot water for a couple minutes, the smell disappeared completely. I didn't even have to boil it to get rid of the smell. First night I made chicken lomain with boiled chicken breast, sesame oil, and soy sauce. Second night I made chicken alfredo with broccoli. The good thing about these noodles is that they have no taste what so ever, which opens up to unlimited possibility. You can literally do anything with these. I love them already. I actually like the texture of the noodles, and most of all, I love that I can stuff my face without having to worry about calories. I most definitely recommend it to fellow dieters! ",Review 486
486,,,,,,"I'm currently on a low carb diet and these noodles saved me from cheating!!  After reading the reviews, I made sure that I rinsed them very well in cold water, then I boiled them for a bit.  Once that was done, I threw them in a pan with Braggs Liquid Aminos, asparagus, Tilapia, and spices and I was in heaven.  So satisfying and filling.  I wish I would've know about this product sooner.  I definitely recommend you try it!! ",Review 487
487,,,,,,"I wanted to like these noodles more than I do.  They are filling and nutritious, but they take more preparation than I was expecting from a pre-formed noodle, and I find that they clump badly when mixed into a sauce. ",Review 488
488,,,,,,"These noodles serve decently as a filler. They have no taste of their own but absorb the taste of what you mix them in. The smell is mildly unpleasant but goes away with rinsing. Preparation is fairly easy and quick. I can see these being useful on a short-term low-carb diet as a filler, but certainly not long-term. You'd get about the same thing if you bought a can of bamboo shoots used to make chop suey, and it would be a lot cheaper. ",Review 489
489,,,,,,"I purchased these to help me lose weight while on the HCG Diet. I will admit that when I first opened them, I had to smell them based on the comments in other reviews. They do have a seafood type of smell but, following directions closely will quickly eliminate that, (rinse for 15 seconds or so). I blanched them as was instructed to, for a minute, strained them, seasoned them with a little lemon pepper seasoning and mixed with a seasoned chicken broth and some cooked shrimp. Mmmmmm they were perfect!! I had been missing the pastas that I used to love and this was close enough. Love them and will definitely buy them again! ",Review 490
490,,,,,,"I really don't understand all the negative reviews. These noodles aren't made with eggs/flour/any of the normal components of pasta,of course they aren't going to taste like your average spaghetti dish and dousing them in ragu isn't going to make them as such. Great alternative to pasta if you're on a low-everything diet. ",Review 491
491,Sweet,,,Sweet,,"I've switched to a low carb lifestyle and one of the most challenging things to eat is things that I would traditionally eat with rice or pasta... like mac and cheese or thai curry. For years I've been getting konnyaku noodles from the Asian grocer but I was happy when I found these as a I have a little more faith in their actual contents. The trick to shirataki/konnyaku is to let them sit in a flavor rich sauce so they absorb the flavor. Don't prepare them plain and expect them to taste good, cuz they won't. They don't really taste or smell fishy to anyone who actually knows what fish smells and tastes like, but they do have a different odor. Lately my favorite preparation is to parboil them, then soak in an Alfredo sauce prepared with Cheddar cheese instead of Parmesan. A ramen restaurant near me recently started giving the option of shirataki noodles in place of wheat noodles, so I've been meaning to try them as an instant ramen or instant udon replacement because they are awesome in ramen!! There are some really rich Korean stews that would do well with these in place of rice as well. Be creative and experiment, but most of all, keep your mind open!! ",Review 492
492,,,,,,I reluctantly bought these noodles after ready many reviews...some good and some really bad. I'm SO glad I tried them. They definitely do have a fishy smell when you open the package but I wasn't shocked as I had read that. Once rinsed they didn't smell at all. I followed the package directions exactly...blanch in boiling water for one minute then dry on a paper towel and toss into your dish. I added them to a stir fry and they tasted awesome. I let them sit in the soy sauce marinade for about 10 minutes before adding them. They totally soaked up the flavor of the sauce. They tasted like rice noodles would. Not sure I would try them in a traditional pasta dish but for Asian or Chinese style dishes I think they are great. Since they are filling and have no calories they are definitely magic in my book!! ,Review 493
493,cheap,cheap,,,,I received these today and can say anyone whining about the smell is a baby the smell isn't that bad even before washing them. They have absolutely NO TASTE which is great because they can go with anything. I tried them plain and no taste at all then I reheated some chili I made for dinner last night and it came out great mixed in. I would recommend that you start out with a smaller or thinner product when first trying them. Just realized I did order the Angel hair but received fettuccini but will be keeping them anyway since I already ate some. They do have a weird texture but with anything new it will take some getting used to & it's not so weird you can't eat it. I saw others claiming it was like jello but it's more like a noodle not cooked completely. ,Review 494
494,,,,,,"I had similar noodles more than a year ago. They smelled awfully fishy and had a chewy texture. I didn't like them. I was reluctant to try these, however, these noodles are greatly improved. These have hardly any smell and the texture isn't bad either. I think some really bad reviews aren't for this particular brand. If you've been cutting carbs for any amount of time, like I have, you may appreciate these. Search the internet for tips and recipes and enjoy! ",Review 495
495,Spicy,Spicy,,,,"These noodles are so wonderful.  They have the taste, texture and consistency of regular noodles but have no carbs, calories or fat!  I am very picky and these noodles are the closest thing to regular noodles and I am so impressed.  The only difference is that they have a more clear color than yellow.  I use them in a marinara sauce and they are wonderful.  They do smell bad when you open the bag.  You need to rinse them and boil them for a minute.  Then drain them and add them to your dish.  I don't ever taste anything bad - I look forward to my ""mock spaghetti"" meal once a week as I'm on a low carb diet.  These are helping me get through it easily.  I eat a bag once a week! ",Review 496
496,Sweet,,,Sweet,,"Appreciated all the reviews... I already knew to rinse in cold water and then boil for 5 min. before it arrived. It barely smelled when I opened it, and only when I stuck my nose to it was there a mild fishy smell. Gone by the time I rinsed the noodles. After boiling, I added to a can of Progresso Lite Vegetable soup for a minute or two. Tasted/felt very similar to ramen noodles, but from what I've read, this is a whole lot healthier. Just reordered; I hope to make this a diet staple. Also, I split this initial order with a friend because we were so concerned about the reviews. She also added it to Progresso Lite Soup and had similar opinion. This product is probably best for someone who already eats healthy. If you expect this to taste good with spaghetti sauce and replace your craving for pasta, you will be disappointed. ",Review 497
497,,,,,,"Was skeptical but had to try these for myself.  Like the other reviews they do smell a bit, not a turnoff smell though.  After you rinse in water then boil for a minute or so the smell is completely gone.  Then I sauteed in a pan w/tbsp olive oil added ground ginger and garlic, fresh parsly, tsp. yellow mustard, tsp. sugar free ketchup and 3 tbsp soy sauce and sauteed with fresh broccoli...was delis h.  I would recommend to people and just be creative with how you prepare them.  Next time I will make Pad Thai love that dish and these will work great.  Maybe I'll use the fettucini shaped ones.  All the styles of noodles are made the same just different shapes to choose from. ",Review 498
498,Spicy,,,Spicy,,I was pleasantly surprised with these noodles after reading some bad reviews. I prepared according to the package instructions and added a slice of cheese for flavoring and it was really good. ,Review 499
499,cheap,,,cheap,,Great gummi product and great change from bears. Taste great and a unique gummi product will order again. Very happy and satisfied with this purchase.,Review 500
